ARTIKEL;SORTE;AUFTRAG;POSITION;KUNDE;WUNSCHLIEFERTERMIN;LIEFERTERMIN;WUNSCHMENGE
15-070-435-01740-076130G0;K 15;25022218;2;C-130;8/9/24;8/8/24;10000
15-070-435-01880-076130G0;K 15;25022224;1;C-130;8/8/24;8/8/24;25000
15-070-435-01840-076130G0;K 15;25022200;1;C-100;8/8/24;8/7/24;25000
15-070-435-01880-076130G0;K 15;25022211;1;C-110;8/8/24;8/7/24;25000
15-070-435-01890-076130G0;K 15;25022206;1;C-100;8/8/24;8/7/24;25000
15-070-435-01860-076130G0;K 15;25022222;1;C-130;8/8/24;8/7/24;25000
15-070-435-01860-076130G0;K 15;25022202;1;C-100;8/8/24;8/7/24;25000
15-070-435-01000-076130G0;K 15;25022216;3;C-130;8/8/24;8/7/24;7500
15-070-435-01840-076130G0;K 15;25022146;1;C-130;8/7/24 17:00;8/6/24;25000
15-070-435-01860-076130G0;K 15;25022201;1;C-100;8/7/24;8/6/24;25000
15-070-435-01880-076130G0;K 15;25022214;2;C-120;8/7/24;8/6/24;19000
15-070-435-01840-076130G0;K 15;25022209;1;C-110;8/7/24;8/6/24;25000
15-070-435-01800-076130G0;K 15;25022220;1;C-130;8/7/24;8/6/24;25000
15-070-435-01900-076130G0;K 15;25022207;2;C-100;8/7/24;8/7/24;12500
05-070-420-01100-076150G0;K 05;25022228;1;C-110;8/7/24;8/6/24;12500
05-070-420-01900-076150G0;K 05;25022228;2;C-110;8/7/24;8/6/24;12500
15-070-435-01820-076130G0;K 15;25022207;1;C-100;8/7/24;8/7/24;12500
05-070-420-01900-076150G0;K 05;25022322;1;C-110;8/7/24;8/6/24;25000
15-070-435-01880-076130G0;K 15;25022223;1;C-130;8/7/24;8/6/24;25000
15-070-435-01760-076130G0;K 15;25022143;1;C-130;8/6/24 17:00;8/5/24;25000
15-070-435-01720-076130G0;K 15;25022217;1;C-130;8/6/24;8/5/24;25000
15-070-435-01860-076130G0;K 15;25022221;1;C-130;8/6/24;8/6/24;25000
15-070-435-01880-076130G0;K 15;25022204;1;C-100;8/6/24;8/5/24;25000
05-070-420-00600-076150G0;K 05;25022208;1;C-110;8/6/24;8/5/24;17000
15-070-435-01840-076130G0;K 15;25022199;1;C-100;8/6/24;8/5/24;25000
15-070-435-01740-076130G0;K 15;25022321;2;C-110;8/6/24;8/5/24;10000
15-070-435-01880-076130G0;K 15;25022051;2;C-130;8/5/24 17:00;8/2/24;10000
15-070-435-01700-076130G0;K 15;25022051;1;C-130;8/5/24 17:00;8/2/24;15000
15-070-435-01860-076130G0;K 15;25022128;1;C-100;8/5/24;8/2/24;25000
05-070-420-00900-076150G0;K 05;25022227;1;C-110;8/5/24;8/2/24;25000
15-070-435-01800-076130G0;K 15;25022122;1;C-100;8/5/24;8/2/24;25000
15-070-435-01800-076130G0;K 15;25022133;1;C-110;8/2/24;8/1/24;25000
15-070-435-01880-076130G0;K 15;25022130;1;C-100;8/2/24;8/1/24;25000
15-070-435-01880-076130G0;K 15;25022150;1;C-130;8/2/24;8/1/24;25000
15-070-435-01800-076130G0;K 15;25022145;1;C-130;8/2/24;8/1/24;25000
15-070-435-01860-076130G0;K 15;25022148;1;C-130;8/2/24;8/1/24;25000
15-070-435-01890-076130G0;K 15;25022131;1;C-100;8/2/24;8/2/24;25000
15-070-435-01700-076130G0;K 15;25022052;1;C-100;8/1/24;7/31/24;10000
15-070-435-01860-076130G0;K 15;25022052;2;C-100;8/1/24;7/31/24;15000
15-070-435-01740-076130G0;K 15;25022120;2;C-100;8/1/24;7/31/24;12500
15-070-435-01860-076130G0;K 15;25022139;1;C-120;8/1/24;7/31/24;25000
15-070-435-01880-076130G0;K 15;25022136;1;C-110;8/1/24;7/31/24;25000
15-070-435-01860-076130G0;K 15;25022127;1;C-100;8/1/24;7/31/24;25000
15-070-435-01840-076130G0;K 15;25022124;1;C-100;8/1/24;7/31/24;25000
15-070-435-01860-076130G0;K 15;25022126;1;C-100;7/31/24;7/30/24;25000
15-070-435-01880-076130G0;K 15;25022129;1;C-100;7/31/24;7/30/24;25000
15-070-435-01860-076130G0;K 15;25022135;1;C-110;7/31/24;7/30/24;25000
15-070-435-01840-076130G0;K 15;25022134;1;C-110;7/31/24;7/30/24;25000
15-070-435-01880-076130G0;K 15;25022149;1;C-130;7/31/24;7/30/24;25000
15-070-435-01760-076130G0;K 15;25022121;1;C-100;7/31/24;7/30/24;25000
15-070-435-01880-076130G0;K 15;25022140;1;C-120;7/31/24;7/30/24;25000
15-070-435-01860-076130G0;K 15;25022158;3;C-120;7/30/24;7/29/24;19000
15-070-435-01820-076130G0;K 15;25022138;1;C-120;7/30/24;7/29/24;15000
15-070-435-01840-076130G0;K 15;25022138;2;C-120;7/30/24;7/29/24;10000
15-070-435-01780-076130G0;K 15;25022144;1;C-130;7/30/24;7/26/24;15000
15-070-435-01860-076130G0;K 15;25022125;1;C-100;7/30/24;7/29/24;25000
15-070-435-01860-076130G0;K 15;25022147;1;C-130;7/30/24;7/30/24;25000
15-070-435-01820-076130G0;K 15;25022151;1;C-130;7/30/24;7/30/24;15000
15-070-435-01880-076130G0;K 15;25022151;2;C-130;7/30/24;7/30/24;10000
15-070-435-01840-076130G0;K 15;25022123;1;C-100;7/30/24;7/29/24;25000
15-070-435-01900-076130G0;K 15;25022144;2;C-130;7/30/24;7/26/24;10000
15-070-435-01880-076130G0;K 15;25022000;1;C-110;7/29/24 17:00;7/26/24;25000
15-070-435-01890-076130G0;K 15;25022013;1;C-120;7/29/24;7/26/24;25000
15-070-435-01800-076130G0;K 15;25022042;1;C-110;7/29/24;7/26/24;25000
15-070-435-01760-076130G0;K 15;25022023;1;C-130;7/29/24;7/26/24;25000
15-070-435-01840-076130G0;K 15;25022024;1;C-130;7/29/24;7/29/24;25000
15-070-435-01000-076130G0;K 15;25022038;2;C-100;7/29/24;7/26/24;12500
15-070-435-01840-076130G0;K 15;25022089;1;C-120;7/29/24;7/26/24;25000
15-070-435-01860-076130G0;K 15;25022005;1;C-110;7/29/24;7/26/24;25000
15-070-435-01890-076130G0;K 15;25022006;1;C-110;7/29/24;7/26/24;25000
15-070-435-01880-076130G0;K 15;25022025;1;C-130;7/29/24;7/29/24;25000
15-070-435-01890-076130G0;K 15;25022026;1;C-130;7/29/24;7/26/24;25000
15-070-435-01880-076130G0;K 15;25022012;1;C-120;7/29/24;7/26/24;25000
15-070-435-01880-076130G0;K 15;25022039;1;C-100;7/29/24;7/26/24;25000
15-070-435-01860-076130G0;K 15;25022011;1;C-120;7/26/24;7/25/24;25000
15-070-435-01880-076130G0;K 15;25022022;1;C-130;7/26/24;7/25/24;25000
15-070-435-01840-076130G0;K 15;25021993;1;C-100;7/26/24;7/25/24;25000
15-070-435-01860-076130G0;K 15;25021994;1;C-100;7/26/24;7/25/24;25000
15-070-435-01900-076130G0;K 15;25021995;1;C-100;7/26/24;7/25/24;25000
15-070-435-01680-076130G0;K 15;25022088;3;C-120;7/26/24;7/25/24;7500
15-070-435-01800-076130G0;K 15;25022021;1;C-130;7/26/24;7/25/24;25000
15-070-435-01720-076130G0;K 15;25022002;1;C-110;7/26/24;7/25/24;25000
15-070-435-01840-076130G0;K 15;25022003;1;C-110;7/26/24;7/25/24;25000
15-070-435-01880-076130G0;K 15;25022004;1;C-110;7/26/24;7/25/24;25000
15-070-435-01800-076130G0;K 15;25022085;1;C-100;7/26/24;7/25/24;25000
15-070-435-01720-076130G0;K 15;25022020;1;C-130;7/26/24;7/25/24;25000
15-070-435-01170-076130G0;K 15;25021758;1;C-130;7/25/24 17:00;7/24/24;12500
15-070-435-01700-076130G0;K 15;25021758;2;C-130;7/25/24 17:00;7/24/24;12500
15-070-435-01860-076130G0;K 15;25022019;1;C-130;7/25/24;7/24/24;25000
15-070-435-01860-076130G0;K 15;25021991;1;C-100;7/25/24;7/25/24;25000
15-070-435-01890-076130G0;K 15;25021992;1;C-100;7/25/24;7/24/24;25000
15-070-435-01840-076130G0;K 15;25021987;1;C-100;7/24/24;7/23/24;25000
15-070-435-01860-076130G0;K 15;25021988;1;C-100;7/24/24;7/23/24;25000
15-070-435-01880-076130G0;K 15;25021989;1;C-100;7/24/24;7/22/24;25000
15-070-435-01800-076130G0;K 15;25022008;1;C-120;7/24/24;7/23/24;25000
15-070-435-01840-076130G0;K 15;25022009;1;C-120;7/24/24;7/23/24;25000
15-070-435-01860-076130G0;K 15;25022090;2;C-130;7/24/24;7/23/24;12500
15-070-435-01880-076130G0;K 15;25022017;1;C-130;7/24/24;7/23/24;25000
05-070-420-00900-076150G0;K 05;25022062;1;C-110;7/24/24;7/23/24;25000
05-070-420-01100-076150G0;K 05;25022063;1;C-110;7/24/24;7/23/24;25000
15-070-435-01800-076130G0;K 15;25021999;1;C-110;7/24/24;7/23/24;25000
15-070-435-01740-076130G0;K 15;25022090;1;C-130;7/24/24;7/23/24;12500
15-070-435-01880-076130G0;K 15;25022010;1;C-120;7/24/24;7/23/24;25000
15-070-435-01780-076130G0;K 15;25021986;1;C-100;7/23/24;7/22/24;15000
15-070-435-01800-076130G0;K 15;25022014;1;C-130;7/23/24;7/22/24;25000
15-070-435-01860-076130G0;K 15;25022015;1;C-130;7/23/24;7/22/24;25000
15-070-435-01880-076130G0;K 15;25022016;1;C-130;7/23/24;7/22/24;25000
15-070-435-01860-076130G0;K 15;25021998;1;C-110;7/23/24;7/22/24;25000
05-070-420-01400-076150G0;K 05;25022061;1;C-110;7/23/24;7/22/24;12500
15-070-435-01860-076130G0;K 15;25021985;1;C-100;7/23/24;7/22/24;25000
15-070-435-01740-076130G0;K 15;25021997;1;C-110;7/23/24;7/22/24;8000
15-070-435-01760-076130G0;K 15;25021997;2;C-110;7/23/24;7/22/24;17000
05-070-420-01900-076150G0;K 05;25022060;1;C-110;7/23/24;7/22/24;25000
15-070-435-01880-076130G0;K 15;25021957;1;C-130;7/22/24;7/19/24;25000
15-070-435-01760-076130G0;K 15;25021946;1;C-120;7/22/24;7/19/24;25000
15-070-435-01880-076130G0;K 15;25021947;1;C-120;7/22/24;7/19/24;25000
15-070-435-01860-076130G0;K 15;25022056;2;C-120;7/22/24;7/19/24;17000
15-070-435-01900-076130G0;K 15;25021932;1;C-100;7/22/24;7/19/24;25000
15-070-435-01840-076130G0;K 15;25021929;1;C-100;7/22/24;7/19/24;25000
15-070-435-01860-076130G0;K 15;25021930;1;C-100;7/22/24;7/19/24;25000
15-070-435-01890-076130G0;K 15;25021931;1;C-100;7/22/24;7/19/24;25000
15-070-435-01840-076130G0;K 15;25021962;1;C-110;7/22/24;7/18/24;25000
15-070-435-01800-076130G0;K 15;25021944;1;C-120;7/19/24;7/19/24;25000
15-070-435-01840-076130G0;K 15;25021955;1;C-130;7/19/24;7/18/24;25000
15-070-435-01890-076130G0;K 15;25021945;1;C-120;7/19/24;7/18/24;25000
05-070-420-00900-076150G0;K 05;25021939;1;C-110;7/19/24;7/18/24;25000
15-070-435-01860-076130G0;K 15;25021927;1;C-100;7/19/24;7/18/24;25000
15-070-435-01880-076130G0;K 15;25021928;1;C-100;7/19/24;7/18/24;25000
15-070-435-01760-076130G0;K 15;25021926;1;C-100;7/19/24;7/18/24;25000
15-070-435-01760-076130G0;K 15;25021826;1;C-130;7/18/24 17:00;7/18/24;25000
15-070-435-01130-076130G0;K 15;25021757;2;C-130;7/18/24 17:00;;12500
15-070-435-01110-076130G0;K 15;25021757;1;C-130;7/18/24 17:00;;12500
15-070-435-01860-076130G0;K 15;25021943;1;C-120;7/18/24;7/17/24;25000
15-070-435-01800-076130G0;K 15;25021952;1;C-130;7/18/24;7/17/24;25000
15-070-435-01880-076130G0;K 15;25021953;1;C-130;7/18/24;7/17/24;25000
15-070-435-01170-076130G0;K 15;25021923;1;C-100;7/18/24;7/17/24;7500
15-070-435-01720-076130G0;K 15;25021923;2;C-100;7/18/24;7/17/24;10000
15-070-435-01740-076130G0;K 15;25021923;3;C-100;7/18/24;7/17/24;7500
15-070-435-01860-076130G0;K 15;25021964;1;C-100;7/18/24;7/17/24;25000
05-070-420-00500-076150G0;K 05;25021961;1;C-120;7/18/24;7/17/24;5000
05-070-420-00650-076150G0;K 05;25021961;2;C-120;7/18/24;7/17/24;7500
05-070-420-01200-076150G0;K 05;25021961;3;C-120;7/18/24;7/17/24;12500
15-070-435-01800-076130G0;K 15;25021924;1;C-100;7/18/24;7/17/24;25000
15-070-435-01840-076130G0;K 15;25021925;1;C-100;7/18/24;7/17/24;25000
15-070-435-01860-076130G0;K 15;25021937;1;C-110;7/18/24;7/17/24;25000
15-070-435-01880-076130G0;K 15;25021938;1;C-110;7/18/24;7/17/24;25000
05-070-420-01000-076150G0;K 05;25021904;1;C-120;7/18/24;7/17/24;15000
05-070-420-00900-076150G0;K 05;25021904;2;C-120;7/18/24;7/17/24;10000
15-070-435-01860-076130G0;K 15;25021950;1;C-130;7/17/24;7/16/24;25000
15-070-435-01880-076130G0;K 15;25021951;1;C-130;7/17/24;7/16/24;25000
15-070-435-01860-076130G0;K 15;25021921;1;C-100;7/17/24;7/16/24;25000
15-070-435-01840-076130G0;K 15;25021936;1;C-110;7/17/24;7/16/24;25000
05-070-420-00900-076150G0;K 05;25021963;3;C-110;7/17/24;7/16/24;10000
15-070-435-01800-076130G0;K 15;25021935;1;C-110;7/17/24;7/16/24;25000
15-070-435-01840-076130G0;K 15;25021942;1;C-120;7/17/24;7/16/24;25000
15-070-435-01740-076130G0;K 15;25021949;1;C-130;7/16/24;7/15/24;12500
15-070-435-01780-076130G0;K 15;25021949;2;C-130;7/16/24;7/15/24;12500
15-070-435-01190-076130G0;K 15;25021948;1;C-130;7/16/24;7/15/24;10000
15-070-435-01680-076130G0;K 15;25021948;2;C-130;7/16/24;7/15/24;15000
15-070-435-01840-076130G0;K 15;25021917;1;C-100;7/16/24;7/15/24;25000
15-070-435-01880-076130G0;K 15;25021941;1;C-120;7/16/24;7/15/24;25000
15-070-435-01880-076130G0;K 15;25021919;1;C-100;7/16/24;7/15/24;25000
05-070-420-00700-076150G0;K 05;25021975;3;C-110;7/16/24;7/15/24;13000
15-070-435-01720-076130G0;K 15;25021934;1;C-110;7/16/24;7/15/24;12500
15-070-435-01880-076130G0;K 15;25021934;2;C-110;7/16/24;7/15/24;12500
15-070-435-01860-076130G0;K 15;25021918;1;C-100;7/16/24;7/16/24;25000
15-070-435-01880-076130G0;K 15;25021827;1;C-130;7/15/24 17:00;7/12/24;25000
15-070-435-01800-076130G0;K 15;25021106;1;C-100;7/15/24 17:00;7/12/24;25000
15-070-435-01880-076130G0;K 15;25021839;1;C-110;7/15/24;7/12/24;25000
15-070-435-01840-076130G0;K 15;25021828;1;C-130;7/15/24;7/12/24;25000
15-070-435-01820-076130G0;K 15;25021830;1;C-130;7/15/24;7/12/24;25000
15-070-435-01880-076130G0;K 15;25021830;2;C-130;7/15/24;;12500
15-070-435-01890-076130G0;K 15;25021831;1;C-130;7/15/24;7/12/24;25000
15-070-435-01840-076130G0;K 15;25021794;1;C-100;7/15/24;7/12/24;25000
15-070-435-01860-076130G0;K 15;25021795;1;C-100;7/15/24;7/12/24;25000
15-070-435-01840-076130G0;K 15;25021816;1;C-120;7/15/24;7/12/24;25000
15-070-435-01760-076130G0;K 15;25021805;1;C-110;7/15/24;7/12/24;25000
15-070-435-01860-076130G0;K 15;25021829;1;C-130;7/15/24;7/15/24;25000
15-070-435-01800-076130G0;K 15;25021803;1;C-110;7/12/24;7/11/24;25000
15-070-435-01880-076130G0;K 15;25021984;1;C-100;7/12/24;7/11/24;25000
15-070-435-01880-076130G0;K 15;25021793;1;C-100;7/12/24;7/11/24;25000
15-070-435-01800-076130G0;K 15;25021813;1;C-120;7/12/24;7/11/24;25000
15-070-435-01880-076130G0;K 15;25021814;1;C-120;7/12/24;7/11/24;25000
15-070-435-01890-076130G0;K 15;25021804;1;C-110;7/12/24;7/11/24;25000
15-070-435-01840-076130G0;K 15;25021801;1;C-110;7/11/24;7/10/24;25000
15-070-435-01880-076130G0;K 15;25021802;1;C-110;7/11/24;7/10/24;25000
15-070-435-01860-076130G0;K 15;25021810;1;C-120;7/11/24;7/10/24;25000
15-070-435-01860-076130G0;K 15;25021792;1;C-100;7/11/24;7/12/24;25000
15-070-435-01860-076130G0;K 15;25021823;1;C-130;7/11/24;7/10/24;25000
15-070-435-01880-076130G0;K 15;25021824;1;C-130;7/11/24;7/10/24;25000
15-070-435-01840-076130G0;K 15;25021791;1;C-100;7/11/24;7/10/24;25000
15-070-435-01720-076130G0;K 15;25021822;1;C-130;7/11/24;7/10/24;25000
15-070-435-01880-076130G0;K 15;25021808;1;C-120;7/10/24;7/9/24;25000
15-070-435-01720-076130G0;K 15;25021809;1;C-120;7/10/24;7/9/24;15000
15-070-435-01820-076130G0;K 15;25021809;2;C-120;7/10/24;7/9/24;10000
15-070-435-01800-076130G0;K 15;25021838;1;C-110;7/10/24;7/9/24;25000
15-070-435-01860-076130G0;K 15;25021799;1;C-110;7/10/24;7/9/24;25000
15-070-435-01880-076130G0;K 15;25021821;1;C-130;7/10/24;7/10/24;25000
15-070-435-01860-076130G0;K 15;25021788;1;C-100;7/10/24;7/9/24;25000
15-070-435-01880-076130G0;K 15;25021789;1;C-100;7/10/24;7/9/24;25000
15-070-435-01890-076130G0;K 15;25021790;1;C-100;7/10/24;7/9/24;25000
15-070-435-01800-076130G0;K 15;25021820;1;C-130;7/10/24;7/9/24;25000
05-070-420-01000-076150G0;K 05;25020760;2;C-120;7/9/24 17:00;7/8/24;5000
05-070-420-00900-076150G0;K 05;25020760;1;C-120;7/9/24 17:00;7/8/24;20000
05-070-420-00800-076150G0;K 05;25021032;1;C-120;7/9/24 17:00;7/8/24;25000
15-070-435-01840-076130G0;K 15;25021797;1;C-110;7/9/24;7/8/24;25000
15-070-435-01860-076130G0;K 15;25021787;1;C-100;7/9/24;7/8/24;25000
15-070-435-01880-076130G0;K 15;25021798;1;C-110;7/9/24;7/8/24;25000
15-070-435-01860-076130G0;K 15;25021818;1;C-130;7/9/24;7/9/24;25000
15-070-435-01840-076130G0;K 15;25021817;1;C-130;7/9/24;7/9/24;25000
15-070-435-01840-076130G0;K 15;25021807;1;C-120;7/9/24;7/8/24;25000
15-070-435-01840-076130G0;K 15;25021786;1;C-100;7/9/24;7/8/24;25000
15-070-435-01890-076130G0;K 15;25021710;1;C-120;7/8/24;7/5/24;25000
05-070-420-00600-076150G0;K 05;25021755;1;C-120;7/8/24;7/5/24;25000
15-070-435-01760-076130G0;K 15;25021666;1;C-130;7/8/24;7/5/24;25000
15-070-435-01800-076130G0;K 15;25021667;1;C-130;7/8/24;7/8/24;25000
15-070-435-01880-076130G0;K 15;25021668;1;C-130;7/8/24;7/8/24;25000
15-070-435-01860-076130G0;K 15;25021633;1;C-100;7/8/24;7/5/24;25000
15-070-435-01760-076130G0;K 15;25021652;1;C-120;7/8/24;7/5/24;25000
15-070-435-01880-076130G0;K 15;25021669;1;C-120;7/8/24;7/5/24;17500
15-070-435-01900-076130G0;K 15;25021669;2;C-120;7/8/24;7/5/24;7500
15-070-435-13500-076130G0;K 15;25021684;1;C-100;7/8/24;7/5/24;12500
15-070-435-01860-076130G0;K 15;25021684;2;C-100;7/8/24;7/5/24;12500
15-070-435-01860-076130G0;K 15;25021643;1;C-110;7/8/24;7/4/24;25000
15-070-435-01900-076130G0;K 15;25021634;1;C-100;7/8/24;7/5/24;25000
15-070-435-01800-076130G0;K 15;25021105;1;C-100;7/5/24 17:00;7/5/24;25000
15-070-435-01880-076130G0;K 15;25021642;1;C-110;7/5/24 17:00;7/4/24;25000
15-070-435-01880-076130G0;K 15;25021664;1;C-130;7/5/24;7/4/24;25000
15-070-435-01880-076130G0;K 15;25021651;1;C-120;7/5/24;7/4/24;25000
15-070-435-01860-076130G0;K 15;25021631;1;C-100;7/5/24;7/4/24;25000
15-070-435-01880-076130G0;K 15;25021632;1;C-100;7/5/24;7/4/24;25000
15-070-435-01840-076130G0;K 15;25021650;1;C-120;7/5/24;7/4/24;25000
15-070-435-01860-076130G0;K 15;25021663;1;C-130;7/5/24;7/4/24;25000
15-070-435-01800-076130G0;K 15;25021711;1;C-120;7/5/24;7/5/24;25000
15-070-435-01840-076130G0;K 15;25021630;1;C-100;7/5/24;7/4/24;25000
15-070-435-01150-076130G0;K 15;25021522;1;C-100;7/4/24 17:00;7/3/24;6000
15-070-435-01720-076130G0;K 15;25021662;1;C-130;7/4/24 17:00;7/3/24;25000
15-070-435-01700-076130G0;K 15;25021294;3;C-130;7/4/24 17:00;7/3/24;15000
15-070-435-01660-076130G0;K 15;25021294;2;C-130;7/4/24 17:00;7/3/24;5000
15-070-435-01640-076130G0;K 15;25021294;1;C-130;7/4/24 17:00;7/3/24;5000
15-070-435-01170-076130G0;K 15;25021293;2;C-130;7/4/24 17:00;7/3/24;15000
15-070-435-01150-076130G0;K 15;25021293;1;C-130;7/4/24 17:00;7/3/24;10000
05-070-420-01100-076150G0;K 05;25020759;2;C-120;7/4/24 17:00;7/3/24;10000
05-070-420-00700-076150G0;K 05;25020759;1;C-120;7/4/24 17:00;7/3/24;15000
15-070-435-01190-076130G0;K 15;25021522;2;C-100;7/4/24 17:00;7/3/24;5500
15-070-435-12000-076130G0;K 15;25021522;3;C-100;7/4/24 17:00;7/3/24;6000
15-070-435-16200-076130G0;K 15;25021522;4;C-100;7/4/24 17:00;7/3/24;7500
15-070-435-01150-076130G0;K 15;25021524;1;C-130;7/4/24 17:00;8/8/24;12500
15-070-435-01170-076130G0;K 15;25021524;2;C-130;7/4/24 17:00;8/8/24;12500
15-070-435-01780-076130G0;K 15;25021660;1;C-130;7/4/24;7/4/24;12500
15-070-435-01800-076130G0;K 15;25021648;1;C-120;7/4/24;7/3/24;25000
15-070-435-01890-076130G0;K 15;25021629;1;C-100;7/4/24;7/2/24;25000
15-070-435-01880-076130G0;K 15;25021628;1;C-100;7/4/24;7/3/24;25000
15-070-435-01860-076130G0;K 15;25021712;1;C-120;7/4/24;7/3/24;25000
15-070-435-01820-076130G0;K 15;25021627;1;C-100;7/4/24;7/3/24;12500
15-070-435-01890-076130G0;K 15;25021660;2;C-130;7/4/24;7/4/24;12500
15-070-435-01720-076130G0;K 15;25021649;1;C-120;7/4/24;7/3/24;12500
15-070-435-01860-076130G0;K 15;25021627;2;C-100;7/4/24;7/3/24;12500
15-070-435-00700-076130G0;K 15;25021521;1;C-100;7/3/24 17:00;7/2/24;7500
15-070-435-00720-076130G0;K 15;25021521;2;C-100;7/3/24 17:00;7/2/24;7500
15-070-435-01680-076130G0;K 15;25021665;1;C-130;7/3/24 17:00;7/2/24;25000
15-070-435-01840-076130G0;K 15;25021641;1;C-110;7/3/24 17:00;7/2/24;25000
05-070-420-01200-076150G0;K 05;25021377;2;C-120;7/3/24 17:00;7/2/24;10000
15-070-435-00750-076130G0;K 15;25021521;3;C-100;7/3/24 17:00;7/2/24;10000
05-070-420-01400-076150G0;K 05;25021378;1;C-120;7/3/24;7/2/24;15000
05-070-420-02500-076150G0;K 05;25021378;2;C-120;7/3/24;7/2/24;5000
05-070-420-03900-076150G0;K 05;25021378;3;C-120;7/3/24;7/2/24;5000
15-070-435-01800-076130G0;K 15;25021658;1;C-130;7/3/24;7/2/24;25000
15-070-435-01880-076130G0;K 15;25021659;1;C-130;7/3/24;7/3/24;25000
15-070-435-01840-076130G0;K 15;25021624;1;C-100;7/3/24;7/2/24;25000
15-070-435-01860-076130G0;K 15;25021625;1;C-100;7/3/24;7/2/24;25000
15-070-435-01880-076130G0;K 15;25021626;1;C-100;7/3/24;7/2/24;25000
15-070-435-01800-076130G0;K 15;25021639;1;C-110;7/3/24;7/2/24;25000
15-070-435-01880-076130G0;K 15;25021640;1;C-110;7/3/24;7/2/24;25000
15-070-435-01860-076130G0;K 15;25021647;1;C-120;7/3/24;7/2/24;25000
15-070-435-01860-076130G0;K 15;25021671;1;C-100;7/3/24;7/2/24;25000
05-070-420-00850-076150G0;K 05;25021033;1;C-120;7/2/24 17:00;7/1/24;10000
05-070-420-00900-076150G0;K 05;25021033;2;C-120;7/2/24 17:00;7/1/24;5000
05-070-420-01000-076150G0;K 05;25021033;3;C-120;7/2/24 17:00;7/1/24;10000
15-070-435-01760-076130G0;K 15;25021637;1;C-110;7/2/24;7/1/24;25000
15-070-435-01860-076130G0;K 15;25021654;1;C-130;7/2/24;7/1/24;25000
15-070-435-01840-076130G0;K 15;25021653;1;C-130;7/2/24;7/1/24;25000
15-070-435-01860-076130G0;K 15;25021638;1;C-110;7/2/24;7/1/24;25000
15-070-435-01880-076130G0;K 15;25021645;1;C-120;7/2/24;7/1/24;25000
15-070-435-01880-076130G0;K 15;25021623;1;C-100;7/2/24;7/2/24;25000
15-070-435-01860-076130G0;K 15;25021622;1;C-100;7/2/24;7/1/24;25000
15-070-435-01840-076130G0;K 15;25021621;1;C-100;7/2/24;7/1/24;25000
15-070-435-01880-076130G0;K 15;25021655;1;C-130;7/2/24;7/1/24;25000
15-070-435-00750-076130G0;K 15;25021098;2;C-100;7/1/24 17:00;6/28/24;7500
15-070-435-01000-076130G0;K 15;25021098;3;C-100;7/1/24 17:00;6/28/24;10000
15-070-435-00720-076130G0;K 15;25021098;1;C-100;7/1/24 17:00;6/28/24;7500
15-070-435-01820-076130G0;K 15;25021585;2;C-130;7/1/24;6/28/24;12500
15-070-435-01880-076130G0;K 15;25021509;1;C-130;7/1/24;6/28/24;25000
15-070-435-01890-076130G0;K 15;25021493;1;C-110;7/1/24;6/28/24;25000
15-070-435-01760-076130G0;K 15;25021506;1;C-130;7/1/24;6/28/24;25000
15-070-435-01880-076130G0;K 15;25021501;1;C-120;7/1/24;7/1/24;25000
15-070-435-01840-076130G0;K 15;25021500;1;C-120;7/1/24;6/28/24;25000
15-070-435-01860-076130G0;K 15;25021485;1;C-100;7/1/24;6/28/24;25000
15-070-435-01740-076130G0;K 15;25021585;1;C-130;7/1/24;6/28/24;12500
15-070-435-01860-076130G0;K 15;25021508;1;C-130;7/1/24;6/28/24;25000
15-070-435-01880-076130G0;K 15;25021492;1;C-110;7/1/24;6/28/24;25000
15-070-435-01800-076130G0;K 15;25021507;1;C-130;7/1/24;6/28/24;25000
15-070-435-01860-076130G0;K 15;25021483;1;C-100;6/27/24;6/26/24;25000
15-070-435-01900-076130G0;K 15;25021484;1;C-100;6/27/24;6/26/24;25000
15-070-435-01880-076130G0;K 15;25021491;1;C-110;6/27/24;6/26/24;25000
15-070-435-01840-076130G0;K 15;25021505;1;C-130;6/27/24;6/26/24;25000
15-070-435-01740-076130G0;K 15;25021499;1;C-120;6/27/24;6/26/24;10000
15-070-435-01780-076130G0;K 15;25021499;2;C-120;6/27/24;6/26/24;15000
15-070-435-01860-076130G0;K 15;25021498;1;C-120;6/27/24;6/26/24;25000
15-070-435-01890-076130G0;K 15;25021134;1;C-100;6/26/24 17:00;6/25/24;25000
15-070-435-01800-076130G0;K 15;25021489;1;C-110;6/26/24;6/25/24;25000
15-070-435-01840-076130G0;K 15;25021496;1;C-120;6/26/24;6/25/24;25000
15-070-435-01890-076130G0;K 15;25021497;1;C-120;6/26/24;6/25/24;25000
15-070-435-01190-076130G0;K 15;25021502;1;C-130;6/26/24;6/25/24;10000
15-070-435-01860-076130G0;K 15;25021503;1;C-130;6/26/24;6/26/24;25000
15-070-435-01880-076130G0;K 15;25021504;1;C-130;6/26/24;6/26/24;25000
15-070-435-01680-076130G0;K 15;25021488;1;C-110;6/26/24;6/25/24;10000
15-070-435-01720-076130G0;K 15;25021488;2;C-110;6/26/24;6/25/24;15000
15-070-435-01840-076130G0;K 15;25021481;1;C-100;6/26/24;6/25/24;25000
15-070-435-01860-076130G0;K 15;25021482;1;C-100;6/26/24;6/25/24;25000
